genome,host,date,completeness,geo,spc,is_host_adapted,is_human_infection,temp_22,temp_25,temp_37,opt_temp,opt_ph,growth_rate,ref
GCA_000666585.1,Homo sapiens,,95.5,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666585.1,Homo sapiens,,95.5,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666605.1,Homo sapiens,,95.5,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666605.1,Homo sapiens,,95.5,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666625.1,Homo sapiens,,97.15,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666625.1,Homo sapiens,,97.15,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666645.1,Homo sapiens,,96.17,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666645.1,Homo sapiens,,96.17,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666685.1,Homo sapiens,,96.13,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666685.1,Homo sapiens,,96.13,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666705.1,Homo sapiens,,94.88,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666705.1,Homo sapiens,,94.88,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666725.1,Homo sapiens,,96.3,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666725.1,Homo sapiens,,96.3,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666765.1,Homo sapiens,,95.83,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666765.1,Homo sapiens,,95.83,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666845.1,Homo sapiens,,95.25,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666845.1,Homo sapiens,,95.25,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666865.1,Homo sapiens,,96.11,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666865.1,Homo sapiens,,96.11,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666985.1,Homo sapiens,,96.17,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666985.1,Homo sapiens,,96.17,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000667005.1,Homo sapiens,,95.11,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000667005.1,Homo sapiens,,95.11,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000667325.1,Homo sapiens,,94.93,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000667325.1,Homo sapiens,,94.93,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000667365.1,Homo sapiens,,94.93,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000667365.1,Homo sapiens,,94.93,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000667445.1,Homo sapiens,,95.37,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000667445.1,Homo sapiens,,95.37,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000667525.1,Homo sapiens,,95.37,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000667525.1,Homo sapiens,,95.37,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002982285.1,Bos taurus,,94.34,USA: Texas,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002982285.1,Bos taurus,,94.34,USA: Texas,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001293105.1,Bos sp.,2006,94.57,Russia: Moscow,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001293105.1,Bos sp.,2006,94.57,Russia: Moscow,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_011392525.1,Homo sapiens,10/07/2008,94.79,USA: Maryland Bethesda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_011392525.1,Homo sapiens,10/07/2008,94.79,USA: Maryland Bethesda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002976375.1,Bos taurus,2011,94.81,Canada:BC,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002976375.1,Bos taurus,2011,94.81,Canada:BC,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992765.1,,,94.84,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992765.1,,,94.84,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992785.1,,,94.87,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992785.1,,,94.87,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703725.1,Bos taurus,2014,94.94,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703725.1,Bos taurus,2014,94.94,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001369335.1,,,95.09,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001369335.1,,,95.09,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992725.1,,,95.14,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992725.1,,,95.14,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031201325.1,Bos taurus,2021-04,95.16,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031201325.1,Bos taurus,2021-04,95.16,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992735.1,,,95.17,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992735.1,,,95.17,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031199985.1,Bos taurus,2021-04,95.25,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031199985.1,Bos taurus,2021-04,95.25,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703785.1,Bos taurus,2015,95.29,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703785.1,Bos taurus,2015,95.29,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749665.1,bovine,2003,95.35,Brazil: Mato Grosso do Sul Dois Irmaos do Buriti,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_019075565.1,Loxodonta,2000,95.35,USA: Washington DC,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992755.1,,,95.35,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749665.1,bovine,2003,95.35,Brazil: Mato Grosso do Sul Dois Irmaos do Buriti,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_019075565.1,Loxodonta,2000,95.35,USA: Washington DC,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992755.1,,,95.35,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025822665.1,bovine,10/02/1997,95.36,none,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025822665.1,bovine,10/02/1997,95.36,none,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000947875.1,,,95.44,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000947875.1,,,95.44,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025908415.1,Homo sapiens,2021,95.47,Mexico,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_026013685.1,Homo sapiens,2021,95.47,Mexico,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025908415.1,Homo sapiens,2021,95.47,Mexico,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_026013685.1,Homo sapiens,2021,95.47,Mexico,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031201715.1,Bos taurus,2021-04,95.51,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031201715.1,Bos taurus,2021-04,95.51,Ireland,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_020536615.1,cattle,23/02/2018,95.53,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_020536615.1,cattle,23/02/2018,95.53,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583225.1,Cattle,2005-06,95.55,France: (24 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_902509475.1,,,95.55,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583225.1,Cattle,2005-06,95.55,France: (24 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_902509475.1,,,95.55,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_011392565.1,Homo sapiens,01/07/2008,95.56,USA: Maryland Bethesda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992675.1,,,95.56,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_011392565.1,Homo sapiens,01/07/2008,95.56,USA: Maryland Bethesda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992675.1,,,95.56,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002976355.1,elk,2006,95.57,Canada:ON,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002976355.1,elk,2006,95.57,Canada:ON,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749745.1,bovine,2012,95.68,Brazil: Sao Paulo Porangaba,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749765.1,sheep,2009,95.68,Brazil: Sao Paulo Novo Castilho,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000878485.1,Sus scrofa,16/06/2014,95.68,South Korea: Pocheon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001078615.1,cattle,2012,95.68,Korea,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001455165.1,Cattle,21/03/2013,95.68,South Korea: Hongseong,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_018305025.1,Bos taurus,1900,95.68,USA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_026727575.1,Bos taurus,28/10/2018,95.68,Canada: British Columbia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749745.1,bovine,2012,95.68,Brazil: Sao Paulo Porangaba,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749765.1,sheep,2009,95.68,Brazil: Sao Paulo Novo Castilho,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000878485.1,Sus scrofa,16/06/2014,95.68,South Korea: Pocheon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001078615.1,cattle,2012,95.68,Korea,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001455165.1,Cattle,21/03/2013,95.68,South Korea: Hongseong,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_018305025.1,Bos taurus,1900,95.68,USA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_026727575.1,Bos taurus,28/10/2018,95.68,Canada: British Columbia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992715.1,,,95.69,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992715.1,,,95.69,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583185.1,Cattle,2011-04,95.71,France: (74 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583185.1,Cattle,2011-04,95.71,France: (74 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002704025.1,Bos taurus,2015,95.72,Uruguay: Flores,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002704025.1,Bos taurus,2015,95.72,Uruguay: Flores,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992665.1,,,95.75,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992745.1,,,95.75,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992665.1,,,95.75,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992745.1,,,95.75,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000947895.1,,,95.76,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000947895.1,,,95.76,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000729745.1,bovine,2009,95.77,Argentina: Buenos Aires Balcarce,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000729755.1,bovine,2000,95.77,Argentina: Buenos Aires,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000729765.1,bovine,2000,95.77,Argentina: Buenos Aires,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992685.1,,,95.77,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000729745.1,bovine,2009,95.77,Argentina: Buenos Aires Balcarce,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000729755.1,bovine,2000,95.77,Argentina: Buenos Aires,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000729765.1,bovine,2000,95.77,Argentina: Buenos Aires,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992685.1,,,95.77,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_005155785.1,,2016,95.79,Belgium: Ghent,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_005156105.1,,2016,95.79,Belgium: Ghent,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_005155785.1,,2016,95.79,Belgium: Ghent,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_005156105.1,,2016,95.79,Belgium: Ghent,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749605.1,bovine,2009,95.81,Brazil: Sao Paulo Presidente Venceslau,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002026395.1,bovine,08/04/2011,95.81,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_018305045.1,Bos taurus,2010,95.81,USA:Colorado,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749605.1,bovine,2009,95.81,Brazil: Sao Paulo Presidente Venceslau,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002026395.1,bovine,08/04/2011,95.81,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_018305045.1,Bos taurus,2010,95.81,USA:Colorado,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_903992775.1,,,95.83,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_903992775.1,,,95.83,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583245.1,Cattle,1999,95.86,France: (59 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583305.1,Cattle,1994-08,95.86,France: (64 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583245.1,Cattle,1999,95.86,France: (59 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583305.1,Cattle,1994-08,95.86,France: (64 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002026285.1,wild boar,18/03/2011,95.87,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002026285.1,wild boar,18/03/2011,95.87,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002976335.1,Bison bison athabascae,1985,95.9,Canada: Wood Buffalo National Park,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_008033095.1,Tapirus terrestris,10/11/2015,95.9,Brazil: Goiania,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002976335.1,Bison bison athabascae,1985,95.9,Canada: Wood Buffalo National Park,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_008033095.1,Tapirus terrestris,10/11/2015,95.9,Brazil: Goiania,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001483905.1,,2014,95.93,Russia: Moscow,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_007989865.1,cattle,2014-11,95.93,Egypt,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_007989935.1,cattle,2015-01,95.93,Egypt,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001483905.1,,2014,95.93,Russia: Moscow,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_007989865.1,cattle,2014-11,95.93,Egypt,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_007989935.1,cattle,2015-01,95.93,Egypt,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749615.1,bovine,2008,95.94,Brazil: Minas Gerais Uberlandia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749625.1,bovine,2008,95.94,Brazil: Paran Palmeiras,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749685.1,bovine,2009,95.94,Argentina: Buenos Aires Trenque Lauquen,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749725.1,bovine,1994,95.94,Argentina: Santa Fe Las Colonias,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749785.1,bovine,2008,95.94,Brazil: Minas Gerais Arax,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749805.1,bovine,2009,95.94,Argentina: Buenos Aires Balcarce,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749825.1,bovine,2009,95.94,Brazil: Acre Tarauac,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703695.1,Bos taurus,2015,95.94,Uruguay: Canelones,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703835.1,Bos taurus,2015,95.94,Uruguay: Durazno,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703885.1,Bos taurus,2010,95.94,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002723535.1,Bos taurus,2015,95.94,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002723545.1,Bos taurus,1998,95.94,Uruguay: Rio Negro,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_026727615.1,Bos taurus,2016-11,95.94,Canada: Alberta,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749615.1,bovine,2008,95.94,Brazil: Minas Gerais Uberlandia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749625.1,bovine,2008,95.94,Brazil: Paran Palmeiras,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749685.1,bovine,2009,95.94,Argentina: Buenos Aires Trenque Lauquen,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749725.1,bovine,1994,95.94,Argentina: Santa Fe Las Colonias,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749785.1,bovine,2008,95.94,Brazil: Minas Gerais Arax,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749805.1,bovine,2009,95.94,Argentina: Buenos Aires Balcarce,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749825.1,bovine,2009,95.94,Brazil: Acre Tarauac,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703695.1,Bos taurus,2015,95.94,Uruguay: Canelones,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703835.1,Bos taurus,2015,95.94,Uruguay: Durazno,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703885.1,Bos taurus,2010,95.94,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002723535.1,Bos taurus,2015,95.94,Uruguay: Colonia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002723545.1,Bos taurus,1998,95.94,Uruguay: Rio Negro,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_026727615.1,Bos taurus,2016-11,95.94,Canada: Alberta,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583205.1,Deer,2001-02,95.96,France: (76 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583205.1,Deer,2001-02,95.96,France: (76 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002026325.1,bovine,23/11/2011,95.99,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_902459825.2,Bovine,2014,95.99,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002026325.1,bovine,23/11/2011,95.99,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_902459825.2,Bovine,2014,95.99,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_020536625.1,cattle,17/08/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_020536635.1,cattle,06/03/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_020536675.1,cattle,13/06/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_902506725.1,,,96.03,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_020536625.1,cattle,17/08/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_020536635.1,cattle,06/03/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_020536675.1,cattle,13/06/2018,96.03,Brazil: Mato Grosso,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_902506725.1,,,96.03,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_007922995.1,Hydrochoerus hydrochaeris,19/12/2012,96.04,Brazil:Sao Paulo,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_007922995.1,Hydrochoerus hydrochaeris,19/12/2012,96.04,Brazil:Sao Paulo,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000749675.1,bovine,2008,96.07,Brazil: Sao Paulo Boituva,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_028583265.1,Cattle,2008-04,96.07,France: (64 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000749675.1,bovine,2008,96.07,Brazil: Sao Paulo Boituva,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_028583265.1,Cattle,2008-04,96.07,France: (64 department),tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703685.1,Bos taurus,2014,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703955.1,Bos taurus,2008,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002704035.1,Bos taurus,2010,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703685.1,Bos taurus,2014,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002703955.1,Bos taurus,2008,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002704035.1,Bos taurus,2010,96.08,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_902506665.1,,,96.09,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_902506665.1,,,96.09,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001184735.1,Bos taurus,2014,96.12,Uruguay: San Jose,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002148975.1,bovine,2016,96.12,Paraguay,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002149005.1,bovine,2016,96.12,Paraguay,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002504245.2,Cattle,05/07/1986,96.12,India:Uttar Pradesh,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703735.1,Bos taurus,2015,96.12,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703825.1,Bos taurus,2014,96.12,Uruguay: Canelones,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002703875.1,Bos taurus,2015,96.12,Uruguay: Florida,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
